shopid,itemid,cmtid,author_username,rating_star,comment,Quality,Price,Delivery,Service
1324654185,27662302097,46853458152,ngoccao060,1,Hàng bễ vỡ cũng giao,,,,
1324654185,27662302097,65121011716,z45d282k15,1,Đặt trắng gửi về hồng. Chán ko buồn nói,,,,
1324654185,27662302097,95222442705,gifncmatyp,1,"Quạt nhỏ, mức gió yếu quá nản!",,,,
1324654185,27662302097,40412514539,h8u6ujv6wl,1,Quạt chả giống quảng bá Chạy nhanh như rùa,,,,
1324654185,27662302097,90817178415,nguyenhaingoc23,1,chui sạc hư không vào điện,,,,
1324654185,27662302097,95496339057,xlam.nguyen,1,"Gió:quạt kêu cọc cọc, pin 800 MHA mà đăng bán pin 10,000MHA, lừa đảo",,,,
1324654185,27662302097,94167531361,dngdinh287,1,Gửi hàng hoàn rồi mà không chả lại tiền cho người ta,,,,
1324654185,27662302097,31942556961,rose_tu_93,1,Đúng với mô tả:đăng 1 sản phẫm bán 1 sản phẫm  Đăng 1 sản phẫm gửi cho khách sản phẫm này yêu cầu đổi trả thì không thấy đâu shop lừa đảo,,,,
1324654185,27662302097,62374776983,qnywukpy6k,1,"Mua 2 quạt pin 5000 và 10000mAh nhận về như nhau k có sự phân biệt nên hỏi shop cũng k trả lời được. Cho shop 3 điểm về cách chăm sóc khách hàng, k quay lại lần sau",,,,
1324654185,27662302097,16987224045,tthnvtin,1,Đúng với mô tả:mua màu hồng nhưng lại lấy màu trắng shop lừa vãi Chất lượng sản phẩm:sản phẩn nhanh hết pin mua 10000 mah mà sai được có 1 tiếng hơn à mở ra thì thấy có đúng 1 cục pin 5000mah đúng bị lừa luôn.,,,,
1324654185,27662302097,79562457035,41.thvn,1,Ncc,,,,
1324654185,27662302097,31168548107,__rj4jvzb1,1,Đặt trắng giao hồng,,,,
1324654185,27662302097,43521466420,vnhhng22nguynvnhhng,1,Bình thường,,,,
1324654185,27662302097,36047233202,binn3110,1,quạt đang xài bình thường thì hết xài được,,,,
500014556,26800473889,15645385577,nghiaha3,1,Chất lượng sản phẩm:tệ  quạt vừa bé vừa yếu,,,,
500014556,26800473889,95352754662,hongnhung_29,1,"TREO ĐẦU DÊ BÁN THỊT CHÓ - PIN ẢO, HÀNG KÉM CHẤT LƯỢNG  Shop làm ăn quá thiếu uy tín. Quảng cáo là quạt pin 10.000mAh nhưng thực tế: Hàng giả thông số: Vỏ hộp ghi model F1 (loại pin yếu), trong khi tờ hướng dẫn ghi F8 mới là loại 10.000mAh. Trên bao bì tuyệt đối không có dòng nào xác nhận dung lượng pin như quảng cáo. Pin ảo/Pin hỏng: Quạt vừa hết điện, cắm sạc vài phút đã báo đèn xanh nhưng bật lên dùng tí là tắt. Đây là dấu hiệu của pin dung lượng cực thấp hoặc pin chai. Gia công cẩu thả: Lắc nhẹ quạt nghe tiếng 'lạch cạch' bên trong, nghi vấn độn vật nặng giả để đánh lừa cảm giác nặng tay của khách hàng. Mọi người nên né gấp shop này để tránh mất tiền oan.",,,,
500014556,26800473889,76231147234,t*****0,1,Chất lượng sản phẩm:kems Đúng với mô tả:không  Mọi người né cái shop này ra nhé Đặt trắng thì giao xanh Dây thì vàng khè như dây cũ Nói chung là 1*. kể mà có âm sao t cũng cho,,,,
500014556,26800473889,76565346738,9csyp_ds6m,1,Chất lượng sản phẩm:quat Đúng với mô tả:khong dung voi mo ta  Dang bán 1 kieu nhận hàng 1 kieu khac vớ vẩn ban hang k uy tín,,,,
500014556,26800473889,76177605310,j*****o,1,"Đánh giá từ 1 ng mua quạt này đi qs nhé : pin yếu ,quạt ko mát kém xa so với quảng cáo",,,,
500014556,26800473889,81824307789,hoangtubg91,1,Tôi mua màu xanh nhưng lại nhận về mầu hồng. Và giao thì chậm,,,,
500014556,26800473889,17881057596,leductrung,1,Treo đầu dê bán thịt chó,,,,
500014556,26800473889,62382312848,ps30w0pu2y,1,đã cháy,,,,
500014556,26800473889,15580016074,hothao92,1,Quạt yếu lắm ạ,,,,
500014556,26800473889,15692634372,halinhstores,1,Bé chạy yếu,,,,
500014556,26800473889,64563668167,1dumqhwnpa,1,Sạc ko vào điện,,,,
500014556,26800473889,75555692404,mnhcng227,1,Không như quảng cáo,,,,
500014556,26800473889,95498638190,booomb52,1,Chất lượng:quạt chạy 3 tiếng hết pin dù sạc đầy,,,,
500014556,26800473889,95513752037,quanbanxu,1,Chất lượng:keém  Chạy 1 tiếng hết pin,,,,
500014556,26800473889,49280759757,tuytanhhunh146,1,Quạt quá tệ,,,,
500014556,26800473889,53333128805,huyen25597,1,"Đúng với mô tả:không đúng với mô tả Chất lượng sản phẩm:tệ  Chất lượng sản phẩm: biết là tiền nào của nấy nhưng mà ko đúng màu đã đành nhắn tin cho shop kiểu tl ntn thì đúng là ối zời ơi. Rõ ràng là màu đen mà còn nói là lm gì có mài đen chẳng nhẽ shop gửi mà ko nhận ra hàng nhà mình à. ban đầu cứ nghĩ là có lò xo bên dưới quạt thì mới kẹp đc, mà khi nhận thì lm gì mà kẹp đc. Ờ thì cuối cùng chấp nhận là tiền ít nên hàng chỉ có thế. Nhưng vẫn tức cái kiểu shop trả lời nvay làm như KHÔNG PHẢI HÀNG NHÀ MÌNH. Định hoàn lại rồi nhưng mấy đồng k đáng, vẫn ghét. Cạch cái shop này ra nha cả nhà",,,,
500014556,26800473889,95198084660,nguyendinhkieu84,1,Đã nhận được hàng.shop chuẩn bị hàng nhanh.quạt nhỏ gọn tốc độ gió cũng tạm được.tuy nhiên shop để 2 phân loại.loại 1 pin 5000mah . loại 2 là pin 10000mah . mình đặt mua loại 2 pin 10000mah nhưng thực tế mình mở ra kiểm tra thì chỉ có 1 pin bé tý chỉ có 300mah.shop làm ăn gian rối lừa khách hàng.,,,,
500014556,26800473889,47795783451,5*****8,1,Chất lượng sản phẩm:không như quảng cáo  Quạt khoảng tầm gần 2 tiếng là hết pin dù đã chọn 10000mah,,,,
500014556,26800473889,18003294353,trang_trggg,1,"Đúng với mô tả:không Chất lượng sản phẩm:kém  Cắm sạc vào thì lỏng lẻo, pin phồng lên, không cắm điện còn k quay, sạc không vào, nút bấm có như không🫡",,,,
500014556,26800473889,15866731941,thanh_thi_hung,1,"Quạt sạc pin không vào điện, nhắn tin hỏi shop thì shop không trả lời, dùng được 1 lần rồi vứt, phí tiền, đóng gói ọp ẹp, quạt không được mạnh",,,,
500014556,26800473889,15851483371,buitrantrucha03,1,"Đúng với mô tả:không  Mn nên xem kỹ để mua ạ sản phẩm không giống với mô tả quạt quá bé luôn, lực gió thì chỉ mát nhẹ hiu hiu khi đưa sát gần thôi, nắp không đóng được. Với mức giá này thì chiếc quạt này k quá quá mức tệ nhưng cần mô tả đúng để người mua cân nhắc",,,,
500014556,26800473889,17764416999,levanson200121,1,"Hàng lỗi nhắn tin chả thèm trả lời, mọi người đặt hàng thì tránh ra mất công đặt shop này , làm ăn mất uy tín hàng lỗi",,,,
500014556,26800473889,15698251880,jedivu95,1,"Đã huỷ nhưng shop vẫn ship, quạt như đuổi ruồi, chả mát tí nào, dí sát vào mặt thì có tí gió, nói chung là tệ",,,,
500014556,26800473889,47121006382,4jdpahawt0,1,Giao hàng vỡ nát shop làm ăn vớ vẩn,,,,
500014556,26800473889,75672017761,9orakr03j2,1,Đúng với mô tả:đặt mầu trắng đưa mầu xanh là sao shop? Làm ăn láo nháo,,,,
500014556,26800473889,63926875144,mylumu,1,Chất lượng sản phẩm:sac day chac dung dc 1 tieng,,,,
500014556,26800473889,62474134920,kiwi_min,1,Sạc 7 tiếng dùng được 2 tiếng,,,,
500014556,26800473889,75622798820,n*****_,1,Giao hàng nhanh nhưng quạt yếu dùng tiếng là hết pin Không mát mấy,,,,
500014556,26800473889,75288082561,36lxdcng2l,1,Giao hàng sai mẫu mua màu trắng gửi màu xanh than là sao shop ơi,,,,
500014556,26800473889,57223790608,mecuboduong,1,xài chung 30p là hết bona nói xài lâu gì,,,,
500014556,26800473889,53731886537,minhtmhth800,1,"Nói sai mô tả , nói dối en tiền , bán buôn mà lừa , mua loại 10000ma dùng mức 2 gần tiếng ht r , mô tả 16 tiếng shop 1 sao",,,,
500014556,26800473889,41365342395,hunganhnguyen643,1,"Chất lượng sản phẩm kém, chạy khoảng 15 phút hết pin",,,,
500014556,26800473889,67429149690,sunny_265,1,"Quaạt chậm rì rì như đuổi ruổi à ko chả đuổi dc con gì,  phù hợp dùng mùa đông cho trẻ sơ sinh phe phẩy",,,,
500014556,26800473889,58132070247,doantham97,1,Chất lượng sản phẩm:quay k mát tý nào luôn nha các bạn :),,,,
500014556,26800473889,15684777689,tnkvnth5o2,1,Chất lượng sản phẩm:quảng cáo thì rõ ghê mua về bé tý,,,,
500014556,26800473889,73815235226,truongthithuythien,1,Khẩu trang bị bẩn và bụi rất nhiều . Ô thì không thể gấp lại vào nếp đc. Nhìn kiểu như là đồ cũ,,,,
500014556,26800473889,19382135429,notam806,1,"Gửi hàng lỗi, nhắn tin shop như mù như câm",,,,
500014556,26800473889,38369739214,murp0l59us,1,Đúng với mô tả:ko đúng với đơn hàng đã đặt Chất lượng sản phẩm:kém  phân loại xanh than ĐT 10000mah mà giao đến có 500mah  làm ăn không uy tín,,,,
500014556,26800473889,69852819953,ngocsomdt,1,"Đúng với mô tả:khong dung mo ta  Tệ , không đúng mô tả",,,,
500014556,26800473889,15939002601,vq8u9nmcrg,1,"Đúng với mô tả:ko Chất lượng sản phẩm:tệ, sạc 3 tiếng mà sài chỉ được 30p. Không mua lại",,,,
500014556,26800473889,15556969464,mnhvng589,1,"Quạt chạy lèo tèo,  không mát ý, ọp ẹp, rơi nhẹ đã long hết bộ phận ra, phí tiền",,,,
500014556,26800473889,15970933400,changchang774,1,Sản phẩm siêu tệ vừa về đã hư pin. Shop nhắn tin xem nhưng ko rep làm lơ. Nói chung với tầm giá này còn nhiều shop tốt hơn nhiều. Không nên mua làm chi cho mệt,,,,
500014556,26800473889,15580541463,ymn_123,1,Quá tệ  Nhận hnagf đã gãy đế quạt  Quạt thì yếu quá đắt so voies tiền  Quá tệ,,,,
500014556,26800473889,15645031056,tytuyn537,1,sạc không vào sạc lại lần hai khói bay nghi ngút may rút nhanh không là không biết như nào luôn,,,,
500014556,26800473889,15589647800,gopdon.vn,1,"Tốc độ gió quá yếu,như đuổi ruồi Cả 3 tốc độ đều như nhau K nên mua",,,,
500014556,26800473889,66194838348,honglinhphuongthao,1,"Mua loại 10000mah mà sạc 7 tiếng sài 30p không giống mô tả quạt không mạnh, không bao h mua lại lần 2, hàng kém chất lượng, mn không nên mua",,,,
500014556,26800473889,74986702756,huan0933243457,1,Đặc màu trắng giao màu hồng. Pin 10000ah mà chuyển cho cục pin 1200ah. Sop làm ơn ghi đúng thông tin sản phẩm dùm. Ko bao nhiêu tiền mà nhận hàn nhìn nó chán,,,,
500014556,26800473889,78861824327,dnnng036,1,"Quạt này mua chơi chơi chứ pin loại 1 mà dùng đc lúc hết rồi, mà trên thân quạt hay bao bì cũng ko hiển thị dung lượng pin bao nhiêu, bao bì thì móp méo",,,,
500014556,26800473889,15823663604,d*****1,1,Quạt yếu . Thực sự k thể bay nổi tóc. Biết là giá thành vậy k ycau cao nhưng thực sự nó k mát 1 chút nào . Ổ sạc còn chập chờn . Sạc căng dùng đc 1 tiếng là hết pin . Có nhắn tin shop nhưng rep khá lâu và mình thấy k hài lòng,,,,
500014556,26800473889,15713593833,binhan060820,1,Mất nắp pin quạt.shop k để ý hàng gửi cho khách,,,,
500014556,26800473889,15526490139,sgqgmcwppf,1,Quạt trắng nó bị rơi cánh ra hàng dởm thật sự,,,,
500014556,26800473889,15779105555,inns.vyy_,1,"Đúng với mô tả:đúng sản phẩm Chất lượng sản phẩm:tệ không nên mua  Mới mua dùng 1-2 ngày sạc đã bị cháy rồi, sản phẩm dùng không tốt ạ",,,,
500014556,26800473889,17631239515,hanghuu076,1,Chán đời nhỏ như bàn tay,,,,
500014556,26800473889,15798907454,haiich275,1,Hàng lỗi nhận về vứt xó nt shop k rep,,,,
500014556,26800473889,15614354787,gdelkdzk8x,1,quạt quá tệ bé như cái mắt muỗi mà đắt lòi quá bực 🙂,,,,
500014556,26800473889,15547359817,ayofathodctthinnhin,1,Đúng với mô tả:hàng kém chất lượng Chất lượng sản phẩm:xước  Mới bật đã khét lẹt,,,,
500014556,26800473889,92378831273,quanbean24042012,1,Phù hợp giá tiền vì quạt mỏng manh ko chắc chắn. Ko biết tích điện thì đc lâu ko. Đã dùng và đc 1 ngày phí tiền.,,,,
500014556,26800473889,15641304806,nta3qflkk4,1,Quạt không chạy. Không đúng với mẫu quảng cáo. Chất lượng sản phẩm kém Đã thông báo với shop nhưng không trả lời,,,,
500014556,26800473889,52533902460,up426xhdyy,1,Sản phẩm pin quá kém shop ơi shop xem lại,,,,
500014556,26800473889,68638157470,minhhieunahlnb,1,Hàng đểu. Kém chật lượng. Ọp ẹp,,,,
500014556,26800473889,41674833136,duysiteo3152,1,Đặt màu xanh đi giao màu hồng.,,,,
500014556,26800473889,54812993951,hago9x,1,Đồ rởm sài dc 5 phút hết sạch pin,,,,
500014556,26800473889,39692439553,changvng945,1,Chất lượng sản phẩm:kém  Nhanh hết điện,,,,
500014556,26800473889,15796819160,doanbach,1,quạt ko chạy. xạc nửa ngày cucng ko chạy,,,,
1316099166,28359011110,16532000696,emgaihoa,2,"Giao sai màu ,ko thích màu này tí nào 🙂",,,,
1316099166,28359011110,75454716008,thiendi110,2,"Quạt khá yếu kể cả khi bật lên hết số cũng không mạnh lên mấy, nút bật rất cứng bật lên khá khó khăn. Sợi dây sạc quạt cũng không vô, mình phải đổi sang dây điện thoại sạc mới vào. Do giá như vậy mình cũng không đòi hỏi nhiều, nhưng nếu ai muốn mua quạt cho mát thì nên mua những quạt mắc tiền tầm 1 trăm cành trở lên chứ ham rẻ như mình giờ mua hối hận lắm, huhu...",,,,
1316099166,28359011110,71517818202,nguyenminhduc00,2,Chất lượng sản phẩm:1 caái dùng đc 1 cái hỏng  mình bật 1 cái ko lên đc,,,,
1316099166,28359011110,53733257904,h*****1,2,"Dùng được 2 lần thì quạt bị lỗi thế này. Bây giờ sạc k được, dùng tiếp cũng không được :(",,,,
1316099166,28359011110,73164636055,baoquoc445,2,"Đặt màu trắng mà shop giao kh đúng, quạt cx đc mát nhẹ",,,,
1316099166,28359011110,72398395525,maingcnguyn888,2,Đúng với mô tả:đúng Chất lượng sản phẩm:đúng  K mát lắm,,,,
1316099166,28359011110,75566779618,5heu60z3z3,2,Chất lượng sản phẩm:Sac ko vào bin shop bán ko có tâm,,,,
1316099166,28359011110,69947787779,dolekhanhbang_2103,2,Đặt 2 cái quạt 1 cái xanh 1 cái hồng mà giao 2 cái trắng,,,,
1316099166,28359011110,78103469864,quochungk,2,Đúng với mô tả:đúng mô tả Chất lượng sản phẩm:cắm sạc quài khum vô tới sáng mà 0 phần trăm pin mong shop làm lại,,,,
1316099166,28359011110,72190155757,i9kmqs483i,2,"Đúng với mô tả:kh Chất lượng sản phẩm:kém  Mua về bị sao á,",,,,
1316099166,28359011110,66362344423,8flz__x_o6,2,Chất lượng sản phẩm:quạt tạm Đúng với mô tả:chọn màu hồng giao màu xanh,,,,
1316099166,28359011110,74909295900,linhnghi105,2,Shop giao hàng ko đúng màu khách yêu cầu  Nhắn tin ko trả lời,,,,
1316099166,28359011110,76945807016,21vuh1dqaw,2,Đúng với mô tả:Ko ổn vì đã bj gãy Chất lượng sản phẩm:ko đc tốt,,,,
1316099166,28359011110,61638049897,nwx89ztfh0,2,Ko như trong ảnh .GIẢ!,,,,
1316099166,28359011110,73957419056,wyyqv03w1l,2,Đúng với mô tả:gửi sai màu đặt màu hồng giao màu xanh rất xấu,,,,
1316099166,28359011110,71443421967,wennv41c7p,2,Chất lượng sản phẩm:đặt màu hồng mà giao màu xanh,,,,
1316099166,28359011110,72200353504,cuelczfagp,2,"Đặt màu trắng,ra xanh , dây sạc ko dc ,ko nên mua",,,,
1316099166,28359011110,72410713593,ngccbo653,2,Giao tới bị hư phần cổ nên chỉ quạt đc một mức,,,,
1316099166,28359011110,67973817517,njnk5tgpqs,2,Quạt sạc xong nó cứ bị hao pin mà trong khi ko bật quạt,,,,
1316099166,28359011110,73906329490,xuan103198,2,Mới dùng được vài ngày mà quạt không quay nữa rồi.mua phí tiền,,,,
1316099166,28359011110,73239139168,,2,Hàng không đúng theo yêu cầu tôi yêu cầu màu trắng nhma lại giao cho tôi màu xanh,,,,
1316099166,28359011110,46220268845,mnhthv115,2,Đc 5 phút nó lại tắt đúng là pin dở,,,,
1316099166,28359011110,72914798210,lamquyen156,2,"Chất lượng sản phẩm:quá tệ Đúng với mô tả:đúng  cái quạt giao về cái đầu quạt cứ bị lắc lắc k đứng luôn ấy, r cái cục trong cái quạt thì bị sức ra, nói chung hàng quá tệ",,,,
1316099166,28359011110,74622932966,,2,Đúng với mô tả:Tiếng ồn Chất lượng sản phẩm:k đúng  Đặt màu hồng giao về màu tím,,,,
1316099166,28359011110,71793110465,ngonngon983,2,Chất lượng sản phẩm:nhựa dỏm,,,,
1316099166,28359011110,76911241102,huyenvo409,2,Nói dùng tầm 10p là nó cứ kêu rè rè sao á,,,,
1316099166,28359011110,72143512298,thunganguyn805,2,Đúng với mô tả:sai màu,,,,
1316099166,28359011110,16473688302,d_29ce21_5,2,Đúng với mô tả:sai màu,,,,
1316099166,28359011110,74974156303,brjnx1tc7q,2,Đúng với mô tả:quat chay yeu,,,,
1316099166,28359011110,72494436133,5eg8vwwy8g,2,Chất lượng sản phẩm:hết pin nhanh á mấy ní,,,,
1316099166,28359011110,79335653147,casoi256,2,Quạt yếu không mat chúc nào hết... Tệ quá trời,,,,
1316099166,28359011110,43364220791,nmtris1808,2,Chất lượng sản phẩm:nhanh heets pin,,,,
1316099166,28359011110,70909169269,5dfd5fkpj_,2,Vá thất vọng mua về mà không Sài được bặt thì không có tí gió nào hết,,,,
1316099166,28359011110,71766063771,nra2niq9ep,2,Dỏm lắm,,,,
1316099166,28359011110,73132701870,b0ztvfxzje,2,giao sai màu,,,,
1316099166,28359011110,74970030328,dinhgingth625,2,Đúng với mô tả:không  Bật không lên,,,,
500014556,26800473889,15783144696,thanhngan_1980,2,Tiền nào của đấy thôi cả nhà ah.vừa nắp được quả pin vào chạy cũng bay tóc đấy nhưng nhẹ cái đã bật hết cả đít ra rồi. Ối dồi ôi,,,,
500014556,26800473889,15747104835,cxdz8be6y_,2,"Đúng với mô tả:đúng Chất lượng sản phẩm:xạc bằng pin gây hại môi trường  Sản phẩm shop không nói rõ là xạc bằng pin, chỉ nói xạc tích điện, pin gây hại cho môi trường, cắm xạc điện khi rút ra thì quạt tự chạy",,,,
500014556,26800473889,59897479124,tungpq174,2,"Dịch vụ người bán nhanh nhẹn. Nhưng chất lượng sp không ổn. Hoặc riêng cái tôi nhận được nó lỗi: Quạt quá yếu. Đuổi ruồi không xong. nhìn thì dc cái mã nhưng motor lởm. Cánh bé xíu.  Nhận xét khách quan, không nên mua, rác nhà.",,,,
500014556,26800473889,15799323252,chipichu,2,"Nắp phía sau thì bị kênh, ko gài đc, quạt yếu, mỏng manh, 2 sao là quá đc rồi, quạt kiểu fake của fake á, ko nên mua",,,,
500014556,26800473889,70303345798,letronghair,2,Chất lượng sản phẩm:pin chưa được 30p Đúng với mô tả:kém,,,,
500014556,26800473889,53733545943,phamtien510,2,Thông số ghi là chạy được 15-16 tiếng sạc đầy. Mình sạc đầy chạy được hơn 2 tiếng là hết điện. Mình mua pin 10000mAh . Nhưng trên sp k có chỗ nào ghi dung lượng pin. Nên k biết phân biệt mình nhận hàng pin 5000mAh hay pin 10000mAh. Nhắn tin phản hồi cho shop thì shop trả lời hàng mấy chục được như vậy là tốt rồi. Thôi k bao giờ quay lại ủng hộ shop đâu.,,,,
500014556,26800473889,17855862034,1rwui32sam,2,"Hàng kém chất lượng dùng 3 hôm đã trục trặc jack usb vào điện chập chờn , bin theo quạt thì lắp không vừa thiếu hẳn 1 khúc",,,,
500014556,26800473889,91574150568,leminhtamnhon,2,"Tôi mua quạt trắng 10000 mAh nhưng gửi quạt xanh 5000 mAh, quạt hồng thì gửi đúng,",,,,
500014556,26800473889,15898854669,almira81020,2,Quạt bị lỗi nhắn tin shop mà shop không đổi trả cho,,,,
500014556,26800473889,16039720189,h*****8,2,"chính lâu dài là bài toán khó với nhiều bạn trẻ. Song có người thấy tiết kiệm không khó vì họ hiểu giá trị của đồng tiền và lợi thế khi có khoản phòng thân trong người.  Mỹ Duyên (SN 1997, đang sinh sống ở",,,,
500014556,26800473889,17999442621,lehongngoc261,2,"Pin k lắp được vào quạt, phải tháo cái khung ra mới lắp đc pin, nhắn tin cho shop thì shop k rep",,,,
500014556,26800473889,64539434854,thuanvanloc,2,"Chất lượng sản phẩm:chán  Mua về đùng  1 tuần quạt k mát, mà hỏng mất tiêu !",,,,
500014556,26800473889,72574938186,tombon1317._,2,"Đặt xanh than nhưng giao trắng, dây sạc cũ đen, hộp móp méo như hành để lâu",,,,
500014556,26800473889,15630107236,lieuxinh01,2,Quạt không chạy được dù đã đổi đầu pin hay đổi pin. Nhắn tin shop không xử lí chỉ im lặng,,,,
500014556,26800473889,15568185660,khongphaivao,2,Quạt k dk chắc chắn bật còn kêu hàng dởm,,,,
500014556,26800473889,82084095403,_gnzyap0iy,2,Chưa sử dụng nên chưa biết thế nào.. mà đặt màu xanh đen lại giao màu hồng.. hajzzzz,,,,
500014556,26800473889,94905309271,vo.quynh,2,Mình đặt màu hồng mà giao màu tím.,,,,
500014556,26800473889,15597727664,w552a_ggtr,2,Đơn giao sai sản phẩm,,,,
500014556,26800473889,75552117114,venus_040224,2,giao sai màu,,,,
500014556,26800473889,32343510024,nguyendinhdung090177,2,Quạt bé tí ko như mô tả,,,,
500014556,26800473889,15581226410,gameandroidapk,2,"Quạt bé tý ,quạt như đuổi ruồi,chán",,,,
500014556,26800473889,70581155251,hin_hin.30,2,"Chất lượng sản phẩm:kém Đúng với mô tả:không đúng  Đặt xanh, giao hồng. Lại còn bị nứt. Shop làm việc không có tâm. Có 55k nên không trả lại làm gì. Mua loại 10000mah mà quạt chạy có vài tiếng đã hết pin. Không biết shop có giao đúng loại không nữa. Vì trên máy không hiện thông số nên k biết được.",,,,
500014556,26800473889,68927101920,tychuotdepptrai,2,"Pin như qq họ mà 5k với chả 10k, chạy 1 lúc dừng chập chờn dù sạc cả đêm",,,,
500014556,26800473889,55790435803,frankphong,2,Bọc lớp túi nổ ngoài nên hộp móp méo hết. Hàng thì mới nhận nhưng đúng là giá này chỉ chất lượng thế thôi. Nói chung không ổn,,,,
500014556,26800473889,15543831613,lancutenhatnha2006,2,Chất lượng sản phẩm:sai sots  Sạc 3tieng r rút sạc ra k chạy đc quạt,,,,
